gene,cluster
159418_00370,group_4345
159418_00371,group_4346
159418_00372,group_4347
159418_00373,group_4348
159418_00374,group_3264
159418_00403,group_1801
159418_00431,group_3265
159418_00487,group_2374
159418_00507,group_699
159418_00676,group_684
159418_00752,group_3266
159418_00753,group_3267
159418_00754,group_3268
159418_00755,ftsH1
159418_00756,group_3270
159418_00757,group_2375
159418_00758,group_2377
159418_00759,group_4349
159418_00760,group_4350
159418_00761,group_4351
159418_00762,group_4352
159418_00763,group_4353
159418_00764,group_4354
159418_00765,group_4355
159418_00766,group_4356
159418_00767,group_4357
159418_00768,group_4358
159418_00769,group_4359
159418_00770,group_4360
159418_00771,group_4361
159418_00772,group_4362
159418_00773,group_4363
159418_00774,group_4364
159418_00775,group_4365
159418_00776,group_4366
159418_00777,group_3271
159418_00778,group_4367
159418_00779,group_3272
159418_01013,group_4368
159418_01014,group_4369
159418_01024,group_1802
159418_01025,group_3273
159418_01026,group_4370
159418_01030,group_4371
159418_01031,group_4372
159418_01066,group_785
159418_01142,group_4373
159418_01170,pknB
159418_01173,group_79
159418_01174,group_1454
159418_01175,group_87
159418_01176,group_4374
159418_01233,group_4375
159418_01234,group_4376
159418_01245,group_485
159418_01315,group_763
159418_01320,group_4377
159418_01361,pstS1
159418_01362,group_4379
159418_01363,pstA2
159418_01364,pstB
159418_01365,group_164
159418_01366,group_165
159418_01367,group_162
159418_01390,group_3274
159418_01391,group_3275
159418_01392,group_3276
159418_01393,group_3277
159418_01394,group_3278
159418_01395,group_4382
159418_01434,group_694
159418_01435,group_4383
159418_01436,group_4384
159418_01437,group_4385
159418_01438,group_4386
159418_01439,group_4387
159418_01440,group_4388
159418_01441,group_4389
159418_01442,group_4390
159418_01443,group_4391
159418_01444,group_4392
159418_01445,group_4393
159418_01446,group_4394
159418_01447,group_4395
159418_01448,group_4396
159418_01449,group_4397
159418_01450,group_4398
159418_01451,group_4399
159418_01452,ugd_2
159418_01453,pglF
159418_01454,group_1805
159418_01455,rffG
159418_01463,group_2380
159418_01464,group_4401
159418_01465,group_4402
159418_01466,group_4403
159418_01467,group_4404
159418_01468,group_4405
159418_01469,group_4406
159418_01470,group_4407
159418_01512,nemA_1
159418_01580,group_3279
159418_01631,group_4408
159418_01632,group_4409
159418_01633,group_2381
159418_01697,group_4410
159418_01698,group_1455
159418_01700,group_144
159418_01755,group_342
159418_01761,group_486
159418_01764,group_4411
159418_01780,group_4412
159418_01817,group_392
159418_01879,group_491
159418_02021,group_4413
159418_02022,group_3281
159418_02023,group_4414
159418_02062,group_4415
159418_02107,group_3282
159418_02257,group_3283
159418_02258,group_4416
159418_02259,group_3284
159418_02260,group_3285
159418_02261,group_3286
159418_02262,group_3287
159418_02263,group_4417
159418_02264,group_1806
159418_02265,group_4418
159418_02266,group_3288
159418_02327,group_4419
159418_02434,group_4420
159418_02435,group_4421
159418_02436,group_4422
159418_02474,group_4423
159418_02475,group_4424
159418_02476,group_543
159418_02477,group_114
159418_02653,group_1637
159418_02671,group_4425
159418_02720,group_3289
159418_02899,group_4426
159418_02900,group_4427
159418_02901,group_4428
159418_02902,group_4429
159418_02903,group_4430
159418_02928,group_4431
159418_02930,group_1208
159418_02950,group_4432
159418_02997,group_3290
159418_03169,group_3292
159418_03170,group_3293
159418_03171,group_4433
159418_03172,group_56
159418_03173,group_4434
159418_03202,group_2383
159418_03203,group_3294
159418_03204,group_111
159418_03205,group_3296
159418_03206,group_4435
159418_03247,group_31
159418_03248,group_32
159418_03249,group_4436
159418_03295,group_3297
159418_03298,group_4437
159418_03300,group_3298
159418_03301,group_4438
159418_03371,group_4439
159418_03395,group_622
159418_03413,group_2194
159418_03428,group_1458
159418_03432,group_4440
159418_03433,group_4441
159418_03434,group_409
159418_03497,group_1684
159418_03610,cadC_2
159418_03636,group_3299
159418_03637,group_4442
159418_03655,group_311
159418_03680,group_2386
159418_03690,group_1218
159418_03712,group_4443
159418_03732,group_1699
159418_03762,group_2387
159418_03764,group_4444
159418_03768,group_4445
159418_03771,group_818
159418_03773,group_816
159418_03836,cas6f
159418_03837,csy3
159418_03838,csy2
159418_03839,csy1
159418_03840,cas3
159418_03841,cas1
159418_03842,group_2388
159418_03867,group_410
159418_03870,group_201
159418_03873,group_4448
159418_03881,group_411
159418_04028,btuB_11
159418_04061,cya
159418_04062,group_4450
159418_04063,hlyD
159418_04064,apxIB_2
159418_04169,group_1731
159418_04190,group_3302
159418_04193,group_1032
159418_04214,group_1739
159418_04216,group_4452
159418_04217,group_3303
159418_04218,group_1810
159418_04219,group_4453
159418_04220,group_1066
159418_04221,group_3304
159418_04222,group_1811
159418_04223,group_416
159418_04224,group_3305
159418_04225,group_4454
159418_04226,group_4455
159418_04227,group_3306
159418_04282,group_1814
159418_04283,group_417
159418_04284,group_854
159418_04286,group_4456
159418_04287,group_4457
159418_04288,group_4458
159418_04290,group_4459
159418_04291,group_4460
159418_04292,group_4461
159418_04293,group_4462
159418_04294,group_4463
159418_04295,group_3307
159418_04298,group_2390
159418_04299,group_1209
159418_04300,group_1822
159418_04301,group_3308
159418_04304,group_8401
159418_04306,group_436
159418_04308,group_329
159418_04310,group_8211
20533_00120,group_4464
20533_00347,group_3309
20533_00348,gdhI
20533_00363,group_3310
20533_00364,group_4466
20533_00365,ypdB
20533_00366,group_4468
20533_00367,group_4469
20533_00368,group_4470
20533_00369,group_4471
20533_00370,group_4472
20533_00371,msbA_1
20533_00372,group_4476
20533_00419,group_206
20533_00493,group_936
20533_00591,group_2396
20533_00592,nhaA_1
20533_00593,group_1223
20533_00594,group_3311
20533_00595,group_3312
20533_00596,group_4477
20533_00597,group_4478
20533_00598,group_4479
20533_00599,group_3313
20533_00600,group_2397
20533_00601,group_4480
20533_00602,prtR
20533_00603,group_4481
20533_00604,group_2398
20533_00605,group_2399
20533_00606,group_3314
20533_00607,group_1823
20533_00608,group_1824
20533_00609,group_4482
20533_00610,group_4483
20533_00611,group_4484
20533_00612,group_4485
20533_00613,group_4486
20533_00614,group_3315
20533_00615,group_1459
20533_00616,group_4487
20533_00617,group_3316
20533_00618,rrrD
20533_00619,group_2400
20533_00620,group_4488
20533_00621,group_2401
20533_00622,group_4489
20533_00623,group_3318
20533_00624,group_3319
20533_00625,clpP_1
20533_00626,group_1460
20533_00627,group_1825
20533_00628,group_1826
20533_00629,group_1225
20533_00630,group_1827
20533_00631,smc_1
20533_00632,group_1828
20533_00633,group_3321
20533_00634,group_4491
20533_00635,group_940
20533_00636,group_2402
20533_00637,group_3322
20533_00638,group_3323
20533_00639,group_2403
20533_00720,group_2404
20533_00722,group_289
20533_00723,group_290
20533_00779,group_404
20533_00862,group_4492
20533_00863,group_4493
20533_01122,group_593
20533_01188,group_4494
20533_01189,group_3324
20533_01192,group_90
20533_01193,group_4495
20533_01194,group_4496
20533_01195,group_4497
20533_01205,group_4498
20533_01245,group_4499
20533_01255,group_4500
20533_01256,group_4501
20533_01384,group_454
20533_01386,rizA
20533_01387,group_4503
20533_01388,group_4504
20533_01389,group_4505
20533_01390,group_4506
20533_01391,tkt
20533_01396,group_3325
20533_01397,group_3326
20533_01398,group_4508
20533_01399,group_4509
20533_01400,group_4510
20533_01402,group_163
20533_01469,spsI
20533_01470,yutF
20533_01471,group_4513
20533_01472,group_4514
20533_01473,fdtA
20533_01474,group_4516
20533_01475,group_4517
20533_01476,fdtB
20533_01477,tuaB
20533_01478,group_4520
20533_01479,group_4521
20533_01480,group_4522
20533_01481,group_4523
20533_01482,group_4524
20533_01483,manC1
20533_01484,glmM_2
20533_01488,galU_1
20533_01493,group_2407
20533_01532,group_4527
20533_01533,group_4528
20533_01534,group_3327
20533_01535,group_4529
20533_01536,group_4530
20533_01537,group_4531
20533_01543,group_4532
20533_01656,group_2382
20533_01722,group_3329
20533_01725,group_358
20533_01736,group_3330
20533_01741,group_980
20533_01747,group_859
20533_01748,group_1463
20533_01841,group_569
20533_01884,group_1831
20533_01886,group_4533
20533_01977,mcrB
20533_01978,group_1068
20533_02051,group_4534
20533_02488,group_4535
20533_02489,group_4536
20533_02490,group_4537
20533_02491,group_4538
20533_02492,group_4539
20533_02639,aplIM
20533_02640,ngoMIVR
20533_02643,group_4542
20533_02645,group_3332
20533_02646,group_4543
20533_02677,group_301
20533_02919,group_4544
20533_02921,group_154
20533_02922,group_4545
20533_02923,group_811
20533_02924,yedQ_1
20533_02950,group_4546
20533_02951,group_4547
20533_02952,group_4548
20533_03160,group_4549
20533_03161,group_196
20533_03181,group_3333
20533_03188,group_4550
20533_03189,group_4551
20533_03190,group_176
20533_03191,group_4552
20533_03211,group_3334
20533_03220,group_4553
20533_03221,group_3335
20533_03222,group_4554
20533_03223,group_4555
20533_03224,group_4556
20533_03225,group_100
20533_03226,group_4557
20533_03227,group_4558
20533_03228,group_4559
20533_03267,group_98
20533_03268,group_4560
20533_03269,group_4561
20533_03270,group_4562
20533_03271,group_4563
20533_03272,group_4564
20533_03273,group_4565
20533_03321,group_4566
20533_03322,group_4567
20533_03352,group_236
20533_03392,hsdM_2
20533_03393,hsdS_1
20533_03394,hsdR_3
20533_03395,group_4570
20533_03465,yjcS
20533_03657,group_4572
20533_03658,group_4573
20533_03659,group_4574
20533_03741,group_1402
20533_03760,group_4575
20533_03850,group_3336
20533_03851,group_4576
20533_03852,group_4577
20533_03853,group_4578
20533_03854,group_1466
20533_03855,group_2411
20533_03856,group_4579
20533_03857,hsdR_2
20533_03858,group_4581
20533_03859,group_1833
20533_03860,hsdS_2
20533_03861,group_3337
20533_03862,group_4583
20533_03863,group_810
20533_03864,group_4584
20533_03865,group_1227
20533_03866,group_4585
20533_03867,group_2412
20533_03868,intS
20533_03908,group_585
20533_03944,group_4586
20533_04058,pctC_4
20533_04059,group_4588
20533_04060,group_4589
20533_04061,group_4590
20533_04062,group_1720
20533_04064,group_1876
20533_04066,group_377
20533_04099,ltxA
20533_04102,ltxB
20533_04133,group_1178
20533_04137,group_1026
20533_04350,group_2362
20533_04352,group_8397
20533_04354,group_1834
24987_00014,group_1890
24987_00090,group_1899
24987_00122,group_4591
24987_00171,group_1503
24987_00199,group_4592
24987_00200,group_4593
24987_00201,group_4594
24987_00202,group_4595
24987_00203,group_4596
24987_00204,group_4597
24987_00205,group_2416
24987_00339,group_4598
24987_00340,group_4599
24987_00341,group_4600
24987_00342,group_4601
24987_00343,group_4602
24987_00344,group_4603
24987_00425,group_2418
24987_00434,group_4604
24987_00435,group_4605
24987_00436,group_4606
24987_00457,group_181
24987_00507,group_2615
24987_00508,group_1257
24987_00509,group_2617
24987_00510,group_624
24987_00511,group_4607
24987_00512,dthadh
24987_00513,rapL
24987_00514,group_3343
24987_00591,group_3344
24987_00592,group_4608
24987_00593,group_4609
24987_00594,group_4610
24987_00596,group_4611
24987_00599,group_3345
24987_00600,group_4612
24987_00601,group_4613
24987_00602,group_1836
24987_00603,group_2424
24987_00605,group_4614
24987_00606,group_3346
24987_00607,group_4615
24987_00608,group_4616
24987_00609,group_4617
24987_00610,group_4618
24987_00611,group_4619
24987_00612,group_4620
24987_00613,group_4621
24987_00614,group_4622
24987_00618,group_2425
24987_00619,dnaC
24987_00620,group_4624
24987_00621,group_4625
24987_00625,group_4626
24987_00643,group_4627
24987_00647,group_4628
24987_00721,group_3347
24987_00723,group_8155
24987_00724,group_4629
24987_00725,group_29
24987_00728,group_3348
24987_00729,group_629
24987_00763,group_4630
24987_00765,group_4631
24987_00776,group_1
24987_00778,group_139
24987_00800,group_4632
24987_00801,group_4633
24987_00802,group_4634
24987_00803,group_4635
24987_00804,group_4636
24987_00805,group_4637
24987_00856,group_1780
24987_00859,group_1781
24987_00860,group_1783
24987_00861,group_520
24987_00865,group_4638
24987_00866,group_522
24987_00887,group_523
24987_00888,group_226
24987_00889,group_1069
24987_00890,group_227
24987_00892,group_8639
24987_01018,group_1978
24987_01066,group_210
24987_01067,group_4639
24987_01136,group_4640
24987_01139,group_4641
24987_01140,group_716
24987_01141,group_4642
24987_01186,group_4643
24987_01211,group_4644
24987_01212,group_4645
24987_01213,group_4646
24987_01301,group_967
24987_01303,group_415
24987_01312,group_4647
24987_01323,group_4648
24987_01324,group_4649
24987_01325,group_4650
24987_01327,group_4651
24987_01344,group_565
24987_01451,group_1837
24987_01452,group_2429
24987_01453,group_3350
24987_01454,group_4652
24987_01455,ddl
24987_01456,group_4654
24987_01461,group_4655
24987_01462,group_4656
24987_01463,group_4657
24987_01464,group_4658
24987_01535,wecC
24987_01536,group_4660
24987_01537,group_4661
24987_01538,group_4662
24987_01539,group_4663
24987_01540,cysE_1
24987_01541,group_4665
24987_01542,group_4666
24987_01543,group_4667
24987_01544,gnu
24987_01545,epsL_2
24987_01562,group_4669
24987_01563,rhsC_2
24987_01564,group_4670
24987_01565,group_4671
24987_01566,group_4672
24987_01567,group_4673
24987_01570,group_4674
24987_01571,group_4675
24987_01572,group_4676
24987_01575,group_261
24987_01611,group_4677
24987_01683,group_3352
24987_01696,group_4678
24987_01697,group_4679
24987_01775,group_4680
24987_01776,group_4681
24987_01777,group_3353
24987_01778,group_4682
24987_01791,group_4683
24987_01793,group_2430
24987_01794,group_19
24987_01796,group_2431
24987_01811,group_4684
24987_01858,group_4685
24987_01859,group_4686
24987_01865,group_4687
24987_01882,group_4688
24987_01905,group_4689
24987_01919,group_1230
24987_01950,group_4690
24987_02040,group_2420
24987_02092,group_8270
24987_02096,group_4691
24987_02109,group_2421
24987_02116,group_1838
24987_02330,group_4692
24987_02331,group_4693
24987_02370,group_2432
24987_02512,group_3354
24987_02513,hsrA
24987_02514,group_3355
24987_02515,group_38
24987_02516,group_4695
24987_02553,group_4696
24987_02554,group_4697
24987_02555,group_3356
24987_02557,group_4698
24987_02558,group_4699
24987_02559,group_4700
24987_02560,group_3357
24987_02601,group_2118
24987_02633,ccp_1
24987_02638,group_2123
24987_02646,group_4701
24987_02647,group_4702
24987_02648,yraI
24987_02649,lpfA
24987_02650,bvgA_1
24987_02651,group_4706
24987_02652,group_4707
24987_02665,fadL
24987_02681,group_4709
24987_02714,group_134
24987_02806,group_407
24987_02929,group_656
24987_02959,group_8749
24987_02985,group_39
24987_03007,group_4711
24987_03009,group_4712
24987_03010,group_4713
24987_03013,group_4714
24987_03014,group_4715
24987_03015,group_4716
24987_03016,group_4717
24987_03017,rhtB_4
24987_03020,group_4718
24987_03021,group_123
24987_03022,group_4719
24987_03043,group_4720
24987_03044,group_4721
24987_03045,group_149
24987_03047,group_4722
24987_03048,group_4723
24987_03075,group_4724
24987_03111,group_758
24987_03162,group_2422
24987_03239,group_7
24987_03240,group_4725
24987_03269,group_548
24987_03270,group_4726
24987_03294,group_3360
24987_03295,group_73
24987_03296,group_4727
24987_03297,group_4728
24987_03298,group_171
24987_03299,nucS
24987_03300,group_4729
24987_03338,group_4730
24987_03341,group_1842
24987_03342,group_1469
24987_03343,group_96
24987_03344,group_1843
24987_03345,group_1470
24987_03346,group_4731
24987_03347,group_4732
24987_03393,group_4733
24987_03394,group_71
24987_03395,group_69
24987_03396,group_70
24987_03397,group_549
24987_03400,group_68
24987_03401,group_4734
24987_03402,group_4735
24987_03403,group_170
24987_03406,group_75
24987_03407,group_76
24987_03408,group_74
24987_03409,group_4736
24987_03410,group_4737
24987_03411,group_334
24987_03418,rplU
24987_03467,group_1675
24987_03473,group_3362
24987_03474,group_4739
24987_03475,cshB
24987_03485,group_4740
24987_03486,group_4741
24987_03487,group_4742
24987_03488,group_4743
24987_03535,group_4744
24987_03559,group_575
24987_03655,group_322
24987_03688,group_4745
24987_03698,group_4746
24987_03699,group_4747
24987_03700,group_4748
24987_03708,group_4749
24987_03795,group_4750
24987_03796,group_423
24987_03887,group_812
24987_03888,abgT_1
24987_03889,group_3364
24987_03892,ygbF
24987_03893,ygbT
24987_03894,group_2434
24987_03895,casD
24987_03896,casC
24987_03897,group_4754
24987_03898,casA
24987_03899,ygcB
24987_03927,group_4755
24987_03928,group_513
24987_03931,group_4756
24987_03939,group_2419
24987_03984,group_2256
24987_03989,group_4757
24987_03990,group_674
24987_04110,group_4758
24987_04113,group_4759
24987_04114,group_4760
24987_04115,group_262
24987_04116,group_4761
24987_04117,group_4762
24987_04118,group_4763
24987_04145,group_4764
24987_04262,group_670
24987_04273,group_224
24987_04275,group_4766
24987_04276,group_4767
24987_04277,group_4768
24987_04304,group_1182
24987_04356,group_3366
24987_04357,group_292
24987_04358,group_293
24987_04363,group_2417
24987_04364,group_4769
24987_04365,group_4770
24987_04366,group_4771
24987_04367,group_4772
24987_04368,group_4773
24987_04369,group_4774
24987_04371,group_4775
24987_04372,group_4776
24987_04373,oprF_4
24987_04378,group_422
24987_04379,group_8403
28011_00124,group_3368
28011_00363,group_4777
28011_00364,group_4778
28011_00365,group_4779
28011_00366,group_1761
28011_00367,group_4780
28011_00368,group_4781
28011_00369,group_3369
28011_00370,group_4782
28011_00371,group_4783
28011_00372,group_4784
28011_00373,group_4785
28011_00374,group_4786
28011_00375,group_4787
28011_00376,group_4788
28011_00377,group_4789
28011_00731,group_4790
28011_00933,group_2435
28011_01020,group_174
28011_01021,group_3370
28011_01022,group_173
28011_01023,group_4791
28011_01024,group_175
28011_01025,group_3371
28011_01026,group_172
28011_01028,group_856
28011_01030,group_4792
28011_01031,group_3372
28011_01032,group_4793
28011_01033,group_4794
28011_01034,group_3373
28011_01035,group_3374
28011_01036,group_4795
28011_01037,group_4796
28011_01038,group_4797
28011_01194,group_92
28011_01196,group_4799
28011_01197,group_4800
28011_01198,group_2436
28011_01258,group_4801
28011_01259,group_4802
28011_01260,group_4803
28011_01261,group_4804
28011_01262,group_4805
28011_01263,group_3375
28011_01264,group_3376
28011_01265,group_3377
28011_01266,group_4806
28011_01267,group_4807
28011_01268,group_3378
28011_01269,group_4808
28011_01270,group_4809
28011_01271,group_3379
28011_01272,group_3380
28011_01273,group_3381
28011_01274,group_3382
28011_01275,group_4810
28011_01276,group_3383
28011_01277,group_3384
28011_01278,group_4811
28011_01279,group_3385
28011_01280,group_3386
28011_01281,group_4812
28011_01282,group_3387
28011_01283,group_4813
28011_01284,group_4814
28011_01285,group_2437
28011_01286,group_4815
28011_01287,group_2438
28011_01288,group_4816
28011_01289,group_3388
28011_01290,group_4817
28011_01291,group_4818
28011_01292,group_4819
28011_01293,group_4820
28011_01294,group_2439
28011_01296,group_3442
28011_01297,group_4821
28011_01436,group_4822
28011_01437,group_4823
28011_01438,group_4824
28011_01504,group_4825
28011_01505,group_3390
28011_01506,group_4826
28011_01507,group_3391
28011_01508,group_3392
28011_01509,group_4827
28011_01510,group_3393
28011_01511,group_4828
28011_01512,group_4829
28011_01513,group_4830
28011_01514,group_4831
28011_01515,group_4832
28011_01516,group_1845
28011_01517,rmlD_1
28011_01518,rmlC_1
28011_01519,group_1472
28011_01528,group_4833
28011_01529,group_4834
28011_01530,group_4835
28011_01531,group_4836
28011_01532,group_4837
28011_01533,group_3394
28011_01534,group_4838
28011_01535,group_4839
28011_01536,group_4840
28011_01537,group_4841
28011_01538,group_3395
28011_01539,group_3396
28011_01540,group_3397
28011_01541,group_4842
28011_01542,group_4843
28011_01543,group_4844
28011_01544,group_4845
28011_01545,group_4846
28011_01546,group_4847
28011_01547,group_4848
28011_01548,group_4849
28011_01549,group_4850
28011_01550,group_4851
28011_01551,group_4852
28011_01552,group_4853
28011_01553,group_3398
28011_01554,group_4854
28011_01555,group_4855
28011_01556,group_3399
28011_01557,group_4856
28011_01558,group_4857
28011_01559,group_3400
28011_01560,group_4858
28011_01561,group_4859
28011_01562,group_3401
28011_01563,group_4860
28011_01564,group_4861
28011_01565,group_3402
28011_01566,group_5287
28011_01567,group_4862
28011_01568,group_4863
28011_01569,group_4864
28011_01570,group_4865
28011_01571,group_4866
28011_01609,group_180
28011_01610,recD2
28011_01611,group_4868
28011_01672,betT
28011_01702,group_3403
28011_01815,group_1462
28011_01935,group_3404
28011_02262,group_362
28011_02287,group_4869
28011_02288,group_4870
28011_02289,merR
28011_02290,group_4872
28011_02291,merP
28011_02292,group_4874
28011_02293,group_4875
28011_02294,group_4876
28011_02295,efeU
28011_02296,zntR_1
28011_02297,group_4879
28011_02298,group_3405
28011_02299,group_4880
28011_02300,czcC
28011_02301,czcB_2
28011_02302,group_4883
28011_02303,group_4884
28011_02304,group_4885
28011_02305,group_3406
28011_02306,group_4886
28011_02307,group_4887
28011_02308,smc_2
28011_02349,group_4889
28011_02530,group_4890
28011_02531,group_550
28011_02532,group_4891
28011_02533,group_4892
28011_02534,group_4893
28011_02535,group_4894
28011_02543,group_4895
28011_02581,group_4896
28011_02582,group_4897
28011_02583,group_4898
28011_02589,group_4899
28011_02590,group_4900
28011_02672,group_1847
28011_02930,group_897
28011_02977,group_9187
28011_03036,group_3407
28011_03037,group_4901
28011_03038,group_4902
28011_03039,group_4903
28011_03040,group_4904
28011_03043,group_3408
28011_03044,group_4905
28011_03064,group_4906
28011_03254,group_2160
28011_03291,group_742
28011_03308,group_4907
28011_03310,group_1473
28011_03352,group_99
28011_03354,group_37
28011_03402,group_4908
28011_03403,group_4909
28011_03502,group_3409
28011_03532,group_4910
28011_03533,group_701
28011_03601,group_556
28011_03602,group_555
28011_03671,group_4911
28011_03673,group_4912
28011_03674,group_4913
28011_03715,group_325
28011_03748,recD2_2
28011_03948,group_4915
28011_03949,group_4916
28011_03950,group_3411
28011_03951,group_4917
28011_03952,group_4918
28011_03953,group_7439
28011_03954,group_4919
28011_03955,group_4920
28011_03956,group_4921
28011_03957,group_3412
28011_03958,group_3413
28011_03959,group_4922
28011_03960,group_4923
28011_03961,group_3414
28011_03962,group_4924
28011_03963,group_4925
28011_03964,group_3415
28011_03965,group_4926
28011_03966,group_3416
28011_03967,group_4927
28011_03968,group_3417
28011_03969,group_4928
28011_03970,group_4929
28011_03971,group_3418
28011_03972,group_4930
28011_03973,group_4931
28011_03974,group_4932
28011_03975,group_4933
28011_03976,group_4934
28011_03977,group_4935
28011_03978,group_4936
28011_03979,group_4937
28011_03980,group_4938
28011_03981,group_3419
28011_03982,group_4939
28011_03983,group_3420
28011_03984,group_4940
28011_03985,group_4941
28011_03986,group_4942
28011_03987,group_4943
28011_03988,group_4944
28011_03989,group_4945
28011_03990,group_3421
28011_03991,group_3422
28011_03992,group_4946
28011_03993,group_4947
28011_03994,group_4948
28011_03995,group_4949
28011_03996,group_3423
28011_03997,group_1849
28011_04160,group_1415
28011_04165,group_1715
28011_04179,group_2263
28011_04219,ecpA
28011_04220,ecpB
28011_04221,ecpC
28011_04222,ecpD
28011_04223,ecpE
28011_04224,group_4954
28011_04225,group_4955
28011_04257,group_4956
28011_04388,group_4957
28011_04466,group_4959
28011_04467,group_4960
28011_04468,group_4961
28011_04469,group_3425
28011_04470,group_4962
28011_04471,group_4963
28011_04478,group_10
28011_04480,group_4964
28011_04481,group_4965
28011_04484,group_2446
28011_04485,group_112
28011_04487,group_107
38646_00122,group_4966
38646_00214,group_1477
38646_00418,group_4967
38646_00660,group_4968
38646_00662,group_3
38646_00670,group_1850
38646_00831,group_524
38646_00833,group_228
38646_01358,group_4969
38646_01359,group_4970
38646_01360,group_4971
38646_01428,group_4972
38646_01429,group_4973
38646_01430,group_4974
38646_01431,group_4975
38646_01432,group_4976
38646_01433,rfbX
38646_01434,group_4978
38646_01435,group_4979
38646_01436,group_4980
38646_01437,fmt_2
38646_01438,group_4982
38646_01439,group_4983
38646_01440,group_4984
38646_01441,group_4985
38646_01442,epsM_2
38646_01443,hbd
38646_01444,arnB_2
38646_01445,group_1856
38646_01447,group_736
38646_01448,group_260
38646_01595,group_4986
38646_01646,group_4987
38646_01647,group_21
38646_01900,group_4988
38646_01901,hsdM_1
38646_01902,group_4989
38646_01903,group_2448
38646_01904,group_2449
38646_01905,hsdR
38646_01906,group_4990
38646_01907,group_4991
38646_01980,group_4992
38646_01981,group_3430
38646_02082,group_493
38646_02152,group_539
38646_02385,group_4993
38646_02386,group_4994
38646_02387,group_4995
38646_02388,group_4996
38646_02389,group_4997
38646_02395,group_4998
38646_02399,group_945
38646_02400,group_2450
38646_02439,group_4999
38646_02440,group_5000
38646_02441,group_2451
38646_02443,group_2452
38646_02860,group_3431
38646_02861,group_5001
38646_02862,group_5002
38646_02863,group_5003
38646_02888,group_5004
38646_02891,group_2453
38646_02892,group_5005
38646_02893,group_3432
38646_02894,group_5006
38646_02895,group_55
38646_02896,group_54
38646_02897,group_5007
38646_02898,group_5008
38646_02918,group_5009
38646_02919,group_18
38646_02973,group_3433
38646_03136,group_5010
38646_03137,group_5011
38646_03166,group_179
38646_03168,group_5012
38646_03169,group_5013
38646_03170,group_5014
38646_03171,group_5015
38646_03172,group_3434
38646_03173,group_5016
38646_03174,group_5017
38646_03175,group_5018
38646_03216,group_77
38646_03217,group_2454
38646_03218,group_5019
38646_03219,group_5020
38646_03220,group_5021
38646_03221,group_5022
38646_03222,group_5023
38646_03223,group_5024
38646_03269,group_5025
38646_03270,dapb3_3
38646_03271,group_5027
38646_03272,group_5028
38646_03273,group_5029
38646_03274,group_5030
38646_03275,group_121
38646_03276,group_5031
38646_03278,group_545
38646_03281,group_3435
38646_03286,group_5032
38646_03468,group_833
38646_03578,group_5033
38646_03598,group_5034
38646_03624,haeIIIM_1
38646_03625,group_5036
38646_03626,group_5037
38646_03627,group_5038
38646_03634,group_5039
38646_04266,group_5040
38646_04267,ftsH_2
38646_04296,group_8408
404_00058,group_1894
404_00279,group_5042
404_00323,group_3436
404_00367,group_5043
404_00368,group_5044
404_00369,hsdR_1
404_00370,group_5046
404_00371,group_5047
404_00372,group_5048
404_00457,group_1924
404_00487,group_5049
404_00509,group_5050
404_00695,group_631
404_00745,group_5051
404_00813,group_3437
404_00814,group_387
404_00816,group_42
404_00887,group_1770
404_00888,assT_3
404_00889,group_2336
404_00890,group_424
404_00900,group_5052
404_00944,group_2334
404_01083,bdlA_3
404_01140,group_5053
404_01141,group_5054
404_01142,group_2458
404_01145,group_5055
404_01152,group_3439
404_01154,group_5056
404_01155,group_425
404_01156,group_5057
404_01170,group_5058
404_01199,group_5059
404_01200,group_5060
404_01201,group_5061
404_01272,group_5062
404_01273,group_5063
404_01274,group_3440
404_01275,group_5064
404_01276,group_3441
404_01277,group_5065
404_01278,group_5066
404_01279,group_5067
404_01283,group_5068
404_01284,group_5069
404_01285,group_1724
404_01287,group_707
404_01288,group_5070
404_01289,group_5071
404_01298,group_5072
404_01299,group_5073
404_01307,group_5074
404_01370,group_1294
404_01394,group_1859
404_01444,group_5075
404_01445,group_5076
404_01446,group_3443
404_01514,group_5077
404_01515,group_3444
404_01516,group_5078
404_01517,group_5079
404_01518,group_5080
404_01519,group_5081
404_01520,group_5082
404_01521,wecF
404_01522,group_5084
404_01523,group_5085
404_01524,group_5086
404_01525,group_5087
404_01650,group_351
404_01684,group_5088
404_01693,group_5089
404_01728,iucD_2
404_01759,group_5090
404_01762,group_20
404_02060,group_2459
404_02100,vdcA_2
404_02257,group_3445
404_02314,group_1337
404_02325,group_2460
404_02475,group_5091
404_02476,group_5092
404_02482,group_5093
404_02870,group_1359
404_02872,group_898
404_02874,group_1361
404_02912,group_900
404_02948,group_3446
404_02949,group_1860
404_02950,group_5094
404_02951,group_5095
404_02952,group_5096
404_02953,group_5097
404_02954,group_5098
404_02955,group_3447
404_02956,group_5099
404_02957,group_5100
404_02983,group_5101
404_02987,group_53
404_02988,group_5102
404_02989,group_5103
404_02991,group_5104
404_03011,group_5105
404_03012,group_5106
404_03013,group_12
404_03014,group_11
404_03229,group_5107
404_03230,group_5108
404_03260,group_110
404_03261,group_5109
404_03353,group_5110
404_03355,group_5111
404_03356,group_64
404_03357,group_3448
404_03358,group_5112
404_03359,group_5113
404_03430,hsdM_3
404_03431,group_5115
404_03670,group_3450
404_03695,group_2461
404_03696,group_1232
